"comm","year","month","quantity"
"BOURG",1825,3,1920
"BOURG",1830,1,945
"BOURG",1835,3,1481
"BOURG",1840,1,1517
"BOURG",1845,3,1954
"BOURG",1847,1,761
"BOURG",1847,3,3145
"BOURG",1850,10,1008
"ST LAURENT",1825,3,2280
"ST LAURENT",1830,1,519
"ST LAURENT",1835,3,2250
"ST LAURENT",1840,1,1845
"ST LAURENT",1845,3,1887
"ST LAURENT",1847,1,1323
"ST LAURENT",1847,3,762
"ST LAURENT",1850,10,780
"PT DE VAUX",1825,3,395
"PT DE VAUX",1830,1,394
"PT DE VAUX",1835,3,607
"PT DE VAUX",1840,1,291
"PT DE VAUX",1845,3,342
"PT DE VAUX",1847,1,273
"PT DE VAUX",1847,3,1179
"PT DE VAUX",1850,10,435
"GEX",1825,3,3
"GEX",1830,1,15
"GEX",1835,3,25
"GEX",1840,1,25
"GEX",1845,3,30
"GEX",1847,1,21
"GEX",1847,3,24
"GEX",1850,10,18
"COLLONGES",1825,3,119
"COLLONGES",1830,1,158
"COLLONGES",1840,1,19
"COLLONGES",1845,3,21
"COLLONGES",1847,1,23
"COLLONGES",1847,3,19
"COLLONGES",1850,10,69
"ST QUENTIN",1825,3,911
"ST QUENTIN",1830,1,1529
"ST QUENTIN",1835,3,710
"ST QUENTIN",1840,1,347
"ST QUENTIN",1845,3,651
"ST QUENTIN",1847,1,964
"ST QUENTIN",1847,3,1203
"ST QUENTIN",1850,10,384
"VERVINS",1825,3,70
"VERVINS",1830,1,72
"VERVINS",1835,3,52
"VERVINS",1840,1,18
"LA CAPELLE",1825,3,900
"LA CAPELLE",1830,1,775
"LA CAPELLE",1835,3,300
"LA CAPELLE",1840,1,580
"LA CAPELLE",1845,3,549
"LA CAPELLE",1847,1,321
"LA CAPELLE",1847,3,334
"LA CAPELLE",1850,10,252
"LA FERE",1825,3,310
"LA FERE",1830,1,210
"LA FERE",1835,3,30
"LA FERE",1840,1,72
"LA FERE",1845,3,115
"LA FERE",1847,1,75
"LA FERE",1847,3,154
"LA FERE",1850,10,31
"CHAUNY",1825,3,240
"CHAUNY",1830,1,255
"CHAUNY",1835,3,72
"CHAUNY",1840,1,66
"CHAUNY",1845,3,65
"CHAUNY",1847,1,8
"CHAUNY",1847,3,60
"CHAUNY",1850,10,30
"SOISSONS",1825,3,23
"SOISSONS",1830,1,2657
"SOISSONS",1835,3,3026
"SOISSONS",1840,1,3595
"SOISSONS",1845,3,4530
"SOISSONS",1847,1,2553
"SOISSONS",1847,3,2110
"SOISSONS",1850,10,2230
"MONTLUCON",1825,3,225
"MONTLUCON",1830,1,30
"MONTLUCON",1835,3,170
"MONTLUCON",1840,1,300
"MONTLUCON",1845,3,415
"MONTLUCON",1847,1,61
"MONTLUCON",1847,3,295
"MONTLUCON",1850,10,367
"MTMARAULT",1825,3,4
"MTMARAULT",1835,3,75
"MTMARAULT",1840,1,130
"MTMARAULT",1845,3,90
"MTMARAULT",1847,1,80
"MTMARAULT",1847,3,112
"MTMARAULT",1850,10,90
"GANNAT",1825,3,240
"GANNAT",1830,1,160
"GANNAT",1835,3,240
"GANNAT",1840,1,750
"GANNAT",1845,3,425
"GANNAT",1847,1,670
"GANNAT",1847,3,1050
"GANNAT",1850,10,827
"STPOURCAIN",1825,3,340
"STPOURCAIN",1830,1,646
"STPOURCAIN",1835,3,1858
"STPOURCAIN",1840,1,1527
"STPOURCAIN",1845,3,1764
"STPOURCAIN",1847,1,1104
"STPOURCAIN",1847,3,1274
"STPOURCAIN",1850,10,1010
"EBREUIL",1825,3,274
"EBREUIL",1830,1,190
"EBREUIL",1835,3,190
"EBREUIL",1840,1,255
"EBREUIL",1845,3,165
"EBREUIL",1847,1,211
"EBREUIL",1847,3,590
"EBREUIL",1850,10,228
"CASTELLANE",1825,3,56
"CASTELLANE",1830,1,18
"CASTELLANE",1835,3,42
"CASTELLANE",1840,1,35
"CASTELLANE",1845,3,4
"CASTELLANE",1847,1,17
"CASTELLANE",1847,3,14
"CASTELLANE",1850,10,17
"ENTREVAUX",1825,3,14
"ENTREVAUX",1830,1,16
"ENTREVAUX",1835,3,1250
"ENTREVAUX",1840,1,7
"ENTREVAUX",1845,3,10
"ENTREVAUX",1847,1,3
"ENTREVAUX",1847,3,4
"ENTREVAUX",1850,10,12
"DIGNE",1825,3,86
"DIGNE",1835,3,59
"DIGNE",1840,1,29
"DIGNE",1845,3,54
"DIGNE",1847,1,125
"DIGNE",1847,3,86
"DIGNE",1850,10,47
"RIEZ",1825,3,155
"RIEZ",1830,1,75
"RIEZ",1835,3,144
"RIEZ",1840,1,61
"RIEZ",1845,3,136
"RIEZ",1847,1,176
"RIEZ",1847,3,80
"RIEZ",1850,10,50
"SEYNE",1825,3,15
"SEYNE",1830,1,23
"SEYNE",1835,3,90
"SEYNE",1840,1,72
"SEYNE",1845,3,83
"SEYNE",1847,1,47
"SEYNE",1847,3,114
"SEYNE",1850,10,58
"FORCALQUIE",1825,3,34
"FORCALQUIE",1830,1,7
"FORCALQUIE",1835,3,24
"FORCALQUIE",1840,1,45
"FORCALQUIE",1845,3,28
"FORCALQUIE",1847,1,36
"FORCALQUIE",1847,3,35
"FORCALQUIE",1850,10,32
"GAP",1825,3,40
"GAP",1830,1,81
"GAP",1835,3,49
"GAP",1840,1,77
"GAP",1845,3,66
"GAP",1847,1,33
"GAP",1847,3,841
"ST BONNET",1825,3,100
"ST BONNET",1830,1,90
"ST BONNET",1835,3,49
"ST BONNET",1840,1,19
"ST BONNET",1845,3,16
"ST BONNET",1847,1,6
"ST BONNET",1847,3,70
"ST BONNET",1850,10,25
"SERRES",1825,3,50
"SERRES",1830,1,45
"SERRES",1835,3,44
"SERRES",1840,1,12
"SERRES",1845,3,24
"SERRES",1847,1,24
"SERRES",1847,3,32
"SERRES",1850,10,25
"VEYNES",1825,3,96
"VEYNES",1830,1,162
"VEYNES",1835,3,40
"VEYNES",1840,1,45
"VEYNES",1845,3,35
"VEYNES",1847,1,25
"VEYNES",1847,3,22
"VEYNES",1850,10,10
"EMBRUN",1825,3,17
"EMBRUN",1830,1,9
"EMBRUN",1835,3,30
"EMBRUN",1840,1,22
"EMBRUN",1845,3,30
"EMBRUN",1847,1,17
"EMBRUN",1847,3,60
"EMBRUN",1850,10,9
"JOYEUSE",1825,3,94
"JOYEUSE",1830,1,85
"JOYEUSE",1835,3,160
"JOYEUSE",1840,1,90
"JOYEUSE",1845,3,50
"JOYEUSE",1847,1,14
"JOYEUSE",1847,3,20
"JOYEUSE",1850,10,43
"LARGENTIER",1825,3,90
"LARGENTIER",1830,1,20
"LARGENTIER",1835,3,150
"LARGENTIER",1840,1,12
"LARGENTIER",1845,3,18
"LARGENTIER",1847,1,15
"LARGENTIER",1847,3,24
"LARGENTIER",1850,10,20
"VANS",1825,3,58
"VANS",1835,3,45
"VANS",1840,1,25
"VANS",1845,3,17
"VANS",1847,1,50
"VANS",1847,3,120
"VANS",1850,10,30
"AUBENAS",1825,3,46
"AUBENAS",1830,1,16
"AUBENAS",1835,3,38
"AUBENAS",1840,1,36
"AUBENAS",1845,3,24
"AUBENAS",1847,1,55
"AUBENAS",1847,3,47
"AUBENAS",1850,10,40
"BOURG ST A",1825,3,100
"BOURG ST A",1830,1,160
"BOURG ST A",1835,3,120
"BOURG ST A",1840,1,140
"BOURG ST A",1845,3,120
"BOURG ST A",1847,1,60
"BOURG ST A",1847,3,100
"BOURG ST A",1850,10,10
"PRIVAS",1825,3,13
"PRIVAS",1830,1,13
"PRIVAS",1835,3,83
"PRIVAS",1840,1,96
"PRIVAS",1845,3,97
"PRIVAS",1847,1,95
"PRIVAS",1847,3,86
"PRIVAS",1850,10,95
"MAUBERT-FT",1840,1,628
"MAUBERT-FT",1845,3,1114
"MAUBERT-FT",1847,1,397
"MAUBERT-FT",1847,3,970
"MAUBERT-FT",1850,10,470
"CHARLEVILL",1825,3,1126
"CHARLEVILL",1830,1,1011
"CHARLEVILL",1835,3,1032
"CHARLEVILL",1840,1,1062
"CHARLEVILL",1845,3,1421
"CHARLEVILL",1847,1,343
"CHARLEVILL",1847,3,272
"CHARLEVILL",1850,10,675
"RETHEL",1825,3,528
"RETHEL",1830,1,590
"RETHEL",1835,3,332
"RETHEL",1840,1,272
"RETHEL",1845,3,322
"RETHEL",1847,1,113
"RETHEL",1847,3,575
"RETHEL",1850,10,72
"WASIGNY",1825,3,120
"WASIGNY",1830,1,170
"WASIGNY",1835,3,125
"WASIGNY",1840,1,290
"WASIGNY",1845,3,290
"WASIGNY",1847,1,190
"WASIGNY",1847,3,950
"WASIGNY",1850,10,74
"ATTIGNY",1840,1,167
"ATTIGNY",1845,3,289
"ATTIGNY",1847,1,108
"ATTIGNY",1847,3,528
"ATTIGNY",1850,10,219
"VOUZIERS",1825,3,264
"VOUZIERS",1830,1,425
"VOUZIERS",1835,3,346
"VOUZIERS",1840,1,748
"VOUZIERS",1845,3,1360
"VOUZIERS",1847,1,220
"VOUZIERS",1847,3,1500
"VOUZIERS",1850,10,1000
"FOIX",1825,3,100
"FOIX",1830,1,20
"FOIX",1835,3,46
"FOIX",1840,1,55
"FOIX",1845,3,19
"FOIX",1847,1,44
"FOIX",1847,3,226
"FOIX",1850,10,26
"LABASTIDE",1825,3,52
"LABASTIDE",1830,1,28
"LABASTIDE",1835,3,40
"LABASTIDE",1840,1,67
"LABASTIDE",1845,3,58
"LABASTIDE",1847,1,49
"LABASTIDE",1847,3,80
"LABASTIDE",1850,10,21
"LAVELANET",1825,3,30
"LAVELANET",1830,1,47
"LAVELANET",1835,3,18
"LAVELANET",1840,1,56
"LAVELANET",1845,3,90
"LAVELANET",1847,1,45
"LAVELANET",1847,3,90
"LAVELANET",1850,10,35
"TARASCON",1825,3,132
"TARASCON",1830,1,12
"TARASCON",1835,3,83
"TARASCON",1840,1,98
"TARASCON",1845,3,93
"TARASCON",1847,1,118
"TARASCON",1847,3,114
"TARASCON",1850,10,79
"BELESTA",1830,1,10
"BELESTA",1835,3,12
"BELESTA",1840,1,14
"BELESTA",1845,3,17
"BELESTA",1847,1,25
"BELESTA",1847,3,44
"BELESTA",1850,10,41
"ARCIS",1825,3,300
"ARCIS",1830,1,335
"ARCIS",1835,3,630
"ARCIS",1840,1,470
"ARCIS",1845,3,320
"ARCIS",1847,1,38
"ARCIS",1847,3,610
"ARCIS",1850,10,160
"NOGENT",1825,3,56
"NOGENT",1830,1,100
"NOGENT",1835,3,102
"NOGENT",1840,1,141
"NOGENT",1845,3,151
"NOGENT",1847,1,45
"NOGENT",1847,3,562
"NOGENT",1850,10,92
"VILLEMAUX",1825,3,49
"VILLEMAUX",1830,1,103
"VILLEMAUX",1835,3,65
"VILLEMAUX",1840,1,73
"VILLEMAUX",1845,3,75
"VILLEMAUX",1847,1,21
"VILLEMAUX",1847,3,72
"VILLEMAUX",1850,10,31
"TROYES",1825,3,762
"TROYES",1830,1,2380
"TROYES",1835,3,1620
"TROYES",1840,1,1396
"TROYES",1845,3,1959
"TROYES",1847,1,759
"TROYES",1847,3,2422
"TROYES",1850,10,2149
"ERVY",1845,3,389
"ERVY",1847,1,142
"ERVY",1847,3,215
"ERVY",1850,10,338
"BAR/AUBE",1825,3,611
"BAR/AUBE",1830,1,1312
"BAR/AUBE",1835,3,604
"BAR/AUBE",1840,1,1026
"BAR/AUBE",1845,3,1609
"BAR/AUBE",1847,1,183
"BAR/AUBE",1847,3,1522
"BAR/AUBE",1850,10,485
"CARCASSONN",1825,3,343
"CARCASSONN",1830,1,88
"CARCASSONN",1835,3,246
"CARCASSONN",1840,1,287
"CARCASSONN",1845,3,155
"CARCASSONN",1847,1,220
"CARCASSONN",1847,3,430
"CARCASSONN",1850,10,153
"CASTELNAUD",1825,3,112
"CASTELNAUD",1830,1,35
"CASTELNAUD",1835,3,52
"CASTELNAUD",1840,1,57
"CASTELNAUD",1845,3,90
"CASTELNAUD",1847,1,169
"CASTELNAUD",1847,3,100
"CASTELNAUD",1850,10,66
"LIMOUX",1825,3,288
"LIMOUX",1830,1,126
"LIMOUX",1835,3,156
"LIMOUX",1840,1,180
"LIMOUX",1845,3,114
"LIMOUX",1847,1,156
"LIMOUX",1847,3,426
"LIMOUX",1850,10,99
"CHALABRE",1825,3,43
"CHALABRE",1835,3,60
"CHALABRE",1840,1,54
"CHALABRE",1845,3,34
"CHALABRE",1847,1,8
"CHALABRE",1847,3,69
"QUILLAN",1825,3,276
"QUILLAN",1830,1,6
"QUILLAN",1835,3,96
"QUILLAN",1840,1,165
"QUILLAN",1845,3,68
"QUILLAN",1847,1,30
"QUILLAN",1847,3,120
"ESPALION",1825,3,55
"ESPALION",1835,3,44
"ESPALION",1840,1,35
"ESPALION",1845,3,36
"ESPALION",1847,1,61
"ESPALION",1847,3,72
"ESPALION",1850,10,16
"ENTRAYGUES",1830,1,10
"ENTRAYGUES",1835,3,24
"ENTRAYGUES",1840,1,18
"ENTRAYGUES",1847,1,2
"ENTRAYGUES",1847,3,15
"ENTRAYGUES",1850,10,9
"ST GENIEZ",1830,1,4
"ST GENIEZ",1835,3,20
"ST GENIEZ",1840,1,20
"ST GENIEZ",1845,3,73
"ST GENIEZ",1847,1,33
"ST GENIEZ",1847,3,67
"ST GENIEZ",1850,10,94
"MILLAU",1825,3,43
"MILLAU",1830,1,12
"MILLAU",1835,3,46
"MILLAU",1840,1,100
"MILLAU",1845,3,100
"MILLAU",1847,1,80
"MILLAU",1847,3,300
"MILLAU",1850,10,35
"AIX",1825,3,2800
"AIX",1830,1,1376
"AIX",1835,3,1136
"AIX",1840,1,1273
"AIX",1845,3,1268
"AIX",1847,1,778
"AIX",1847,3,1295
"AIX",1850,10,2698
"SALON",1825,3,150
"SALON",1830,1,160
"SALON",1835,3,160
"SALON",1840,1,100
"SALON",1845,3,8
"SALON",1847,1,3
"SALON",1847,3,10
"SALON",1850,10,7
"BALLEROY",1825,3,120
"BALLEROY",1830,1,102
"BALLEROY",1835,3,120
"BALLEROY",1840,1,178
"BALLEROY",1845,3,310
"BALLEROY",1847,1,205
"BALLEROY",1847,3,109
"BALLEROY",1850,10,388
"BAYEUX",1830,1,1318
"BAYEUX",1835,3,858
"BAYEUX",1840,1,1110
"BAYEUX",1845,3,800
"BAYEUX",1847,1,1224
"BAYEUX",1847,3,750
"BAYEUX",1850,10,510
"CAUMONT",1825,3,198
"CAUMONT",1830,1,363
"CAUMONT",1835,3,274
"CAUMONT",1840,1,1134
"CAUMONT",1845,3,904
"CAUMONT",1847,1,700
"CAUMONT",1847,3,492
"CAUMONT",1850,10,946
"ISIGNY",1825,3,252
"ISIGNY",1830,1,156
"ISIGNY",1835,3,100
"ISIGNY",1840,1,120
"ISIGNY",1845,3,124
"ISIGNY",1847,1,99
"ISIGNY",1847,3,69
"ISIGNY",1850,10,100
"TREVIERES",1825,3,122
"TREVIERES",1835,3,94
"TREVIERES",1840,1,110
"TREVIERES",1845,3,124
"TREVIERES",1847,1,120
"TREVIERES",1847,3,152
"TREVIERES",1850,10,128
"ARGENCES",1825,3,1530
"ARGENCES",1830,1,1580
"ARGENCES",1835,3,1408
"ARGENCES",1840,1,1524
"ARGENCES",1845,3,1720
"ARGENCES",1847,1,1240
"ARGENCES",1847,3,1380
"ARGENCES",1850,10,1510
"BRETTEVILL",1830,1,604
"BRETTEVILL",1835,3,570
"BRETTEVILL",1840,1,656
"BRETTEVILL",1845,3,628
"BRETTEVILL",1847,1,214
"BRETTEVILL",1847,3,336
"BRETTEVILL",1850,10,112
"AURILLAC",1825,3,175
"AURILLAC",1835,3,2
"AURILLAC",1840,1,34
"AURILLAC",1845,3,5
"AURILLAC",1847,3,22
"AURILLAC",1850,10,7
"MAURIAC",1825,3,125
"MAURIAC",1830,1,11
"MAURIAC",1835,3,97
"MAURIAC",1840,1,34
"MAURIAC",1845,3,22
"MAURIAC",1847,1,5
"MAURIAC",1847,3,58
"MAURIAC",1850,10,10
"ANGOULEME",1825,3,405
"ANGOULEME",1830,1,56
"ANGOULEME",1835,3,82
"ANGOULEME",1840,1,60
"ANGOULEME",1847,1,436
"ANGOULEME",1847,3,1135
"ANGOULEME",1850,10,550
"LA ROCHEFD",1825,3,60
"LA ROCHEFD",1830,1,200
"LA ROCHEFD",1835,3,78
"LA ROCHEFD",1840,1,136
"LA ROCHEFD",1845,3,55
"LA ROCHEFD",1847,1,150
"LA ROCHEFD",1847,3,310
"LA ROCHEFD",1850,10,400
"ROUILLAC",1825,3,1
"ROUILLAC",1830,1,58
"ROUILLAC",1835,3,1
"ROUILLAC",1840,1,1
"ROUILLAC",1845,3,101
"ROUILLAC",1847,1,55
"ROUILLAC",1850,10,114
"COGNAC",1825,3,69
"COGNAC",1830,1,74
"COGNAC",1835,3,115
"COGNAC",1840,1,136
"COGNAC",1845,3,92
"COGNAC",1847,1,31
"COGNAC",1847,3,40
"COGNAC",1850,10,90
"CHABANAIS",1825,3,17
"CHABANAIS",1830,1,18
"CHABANAIS",1835,3,23
"CHABANAIS",1840,1,26
"CHABANAIS",1845,3,26
"CHABANAIS",1847,1,11
"CHABANAIS",1847,3,21
"CHABANAIS",1850,10,19
"MARANS",1825,3,2247
"MARANS",1835,3,135
"MARANS",1840,1,2100
"MARANS",1845,3,1400
"MARANS",1847,1,650
"MARANS",1847,3,1000
"MARANS",1850,10,1000
"STJEAN D'A",1825,3,160
"STJEAN D'A",1830,1,13
"STJEAN D'A",1835,3,30
"STJEAN D'A",1840,1,55
"STJEAN D'A",1845,3,85
"STJEAN D'A",1847,1,52
"STJEAN D'A",1847,3,90
"STJEAN D'A",1850,10,75
"JONZAC",1825,3,13
"JONZAC",1830,1,7
"JONZAC",1835,3,30
"JONZAC",1840,1,45
"JONZAC",1845,3,35
"JONZAC",1847,1,12
"JONZAC",1847,3,35
"JONZAC",1850,10,70
"MIRAMBEAU",1825,3,134
"MIRAMBEAU",1830,1,72
"MIRAMBEAU",1835,3,27
"MIRAMBEAU",1840,1,85
"MIRAMBEAU",1845,3,30
"MIRAMBEAU",1847,1,18
"MIRAMBEAU",1847,3,25
"MIRAMBEAU",1850,10,30
"MONTENDRE",1825,3,50
"MONTENDRE",1830,1,40
"MONTENDRE",1835,3,50
"MONTENDRE",1840,1,52
"MONTENDRE",1845,3,47
"MONTENDRE",1847,1,62
"SANCERRE",1825,3,124
"SANCERRE",1830,1,300
"SANCERRE",1835,3,230
"SANCERRE",1840,1,347
"SANCERRE",1845,3,285
"SANCERRE",1847,1,25
"SANCERRE",1847,3,394
"SANCERRE",1850,10,565
"AUBIGNY",1825,3,225
"AUBIGNY",1830,1,247
"AUBIGNY",1835,3,230
"AUBIGNY",1840,1,2685
"AUBIGNY",1845,3,350
"AUBIGNY",1847,1,9
"AUBIGNY",1847,3,278
"AUBIGNY",1850,10,643
"BOURGES",1825,3,1244
"BOURGES",1830,1,2135
"BOURGES",1835,3,1258
"BOURGES",1840,1,1574
"BOURGES",1845,3,1434
"BOURGES",1847,1,897
"BOURGES",1847,3,1298
"BOURGES",1850,10,3042
"VIERZON",1825,3,320
"VIERZON",1830,1,540
"VIERZON",1835,3,752
"VIERZON",1840,1,428
"VIERZON",1845,3,683
"VIERZON",1847,1,287
"VIERZON",1847,3,1422
"VIERZON",1850,10,1010
"ST AMAND",1825,3,400
"ST AMAND",1830,1,569
"ST AMAND",1835,3,470
"ST AMAND",1840,1,470
"ST AMAND",1845,3,293
"ST AMAND",1847,1,335
"ST AMAND",1847,3,747
"ST AMAND",1850,10,469
"TULLE",1825,3,300
"TULLE",1830,1,146
"TULLE",1835,3,112
"TULLE",1840,1,85
"TULLE",1845,3,110
"TULLE",1847,1,270
"TULLE",1847,3,151
"TULLE",1850,10,220
"ARGENTAT",1825,3,40
"ARGENTAT",1830,1,17
"ARGENTAT",1835,3,15
"ARGENTAT",1840,1,27
"ARGENTAT",1845,3,51
"ARGENTAT",1847,1,41
"ARGENTAT",1847,3,41
"ARGENTAT",1850,10,42
"BRIVE",1825,3,46
"BRIVE",1830,1,33
"BRIVE",1835,3,32
"BRIVE",1840,1,9
"BRIVE",1845,3,36
"BRIVE",1847,1,36
"BRIVE",1847,3,36
"BRIVE",1850,10,36
"AJACCIO",1825,3,148
"AJACCIO",1830,1,140
"AJACCIO",1835,3,33
"AJACCIO",1840,1,51
"AJACCIO",1845,3,175
"AJACCIO",1847,1,121
"AJACCIO",1847,3,75
"AJACCIO",1850,10,190
"VICO",1825,3,100
"VICO",1830,1,50
"VICO",1835,3,50
"VICO",1840,1,35
"VICO",1845,3,250
"VICO",1847,1,217
"VICO",1847,3,117
"VICO",1850,10,10
"BASTIA",1825,3,150
"BASTIA",1830,1,43
"BASTIA",1835,3,8
"BASTIA",1840,1,114
"BASTIA",1845,3,10
"BASTIA",1847,1,247
"BASTIA",1847,3,24
"BASTIA",1850,10,100
"BEAUNE",1825,3,1050
"BEAUNE",1830,1,700
"BEAUNE",1835,3,900
"BEAUNE",1840,1,1595
"BEAUNE",1845,3,988
"BEAUNE",1847,1,860
"BEAUNE",1847,3,2172
"BEAUNE",1850,10,770
"NOLAY",1825,3,127
"NOLAY",1830,1,73
"NOLAY",1835,3,135
"NOLAY",1840,1,115
"NOLAY",1845,3,290
"NOLAY",1847,1,255
"NOLAY",1847,3,240
"NOLAY",1850,10,77
"ST BRIEUC",1825,3,220
"ST BRIEUC",1830,1,211
"ST BRIEUC",1835,3,634
"ST BRIEUC",1840,1,1166
"ST BRIEUC",1845,3,1018
"ST BRIEUC",1847,1,962
"ST BRIEUC",1847,3,950
"ST BRIEUC",1850,10,1152
"CHATELAUDR",1840,1,98
"CHATELAUDR",1845,3,281
"CHATELAUDR",1847,1,56
"CHATELAUDR",1847,3,140
"CHATELAUDR",1850,10,50
"LAMBALLE",1825,3,532
"LAMBALLE",1830,1,238
"LAMBALLE",1835,3,1728
"LAMBALLE",1840,1,1008
"LAMBALLE",1845,3,864
"LAMBALLE",1847,1,1120
"LAMBALLE",1847,3,1056
"LAMBALLE",1850,10,1467
"PAIMPOL",1825,3,440
"PAIMPOL",1830,1,352
"PAIMPOL",1835,3,363
"PAIMPOL",1840,1,375
"PAIMPOL",1845,3,147
"PAIMPOL",1847,1,130
"PAIMPOL",1847,3,175
"PAIMPOL",1850,10,245
"DINAN",1825,3,555
"DINAN",1830,1,235
"DINAN",1835,3,245
"DINAN",1840,1,350
"DINAN",1845,3,290
"DINAN",1847,1,440
"DINAN",1847,3,935
"DINAN",1850,10,550
"PLANCOET",1840,1,200
"PLANCOET",1845,3,200
"PLANCOET",1847,1,150
"PLANCOET",1847,3,200
"PLANCOET",1850,10,300
"GUINGAMP",1825,3,209
"GUINGAMP",1830,1,203
"GUINGAMP",1835,3,79
"GUINGAMP",1840,1,495
"GUINGAMP",1845,3,473
"GUINGAMP",1847,1,314
"GUINGAMP",1847,3,536
"GUINGAMP",1850,10,284
"BOUSSAC",1825,3,40
"BOUSSAC",1830,1,60
"BOUSSAC",1835,3,115
"BOUSSAC",1840,1,40
"BOUSSAC",1845,3,4
"BOUSSAC",1850,10,20
"CHAMBON",1825,3,22
"CHAMBON",1830,1,30
"CHAMBON",1835,3,24
"CHAMBON",1840,1,30
"CHAMBON",1845,3,20
"CHAMBON",1847,1,10
"CHAMBON",1847,3,100
"CHAMBON",1850,10,60
"AUBUSSON",1825,3,42
"AUBUSSON",1830,1,34
"AUBUSSON",1835,3,50
"AUBUSSON",1840,1,338
"AUBUSSON",1845,3,221
"AUBUSSON",1847,1,46
"AUBUSSON",1847,3,131
"AUBUSSON",1850,10,50
"SARLAT",1825,3,370
"SARLAT",1830,1,264
"SARLAT",1835,3,314
"SARLAT",1840,1,375
"SARLAT",1845,3,225
"SARLAT",1847,1,145
"SARLAT",1847,3,173
"SARLAT",1850,10,85
"BELVES",1825,3,86
"BELVES",1830,1,58
"BELVES",1835,3,50
"BELVES",1840,1,120
"BELVES",1845,3,130
"BELVES",1847,1,60
"BELVES",1847,3,200
"BELVES",1850,10,55
"BUGUE",1825,3,50
"BUGUE",1830,1,52
"BUGUE",1835,3,17
"BUGUE",1840,1,35
"BUGUE",1845,3,43
"BUGUE",1847,1,109
"BUGUE",1847,3,97
"BUGUE",1850,10,107
"BESANCON",1825,3,2870
"BESANCON",1830,1,1469
"BESANCON",1835,3,2480
"BESANCON",1840,1,2399
"BESANCON",1845,3,2510
"BESANCON",1847,1,1077
"BESANCON",1847,3,5174
"BESANCON",1850,10,5017
"ORNANS",1825,3,984
"ORNANS",1830,1,255
"ORNANS",1835,3,465
"ORNANS",1840,1,165
"ORNANS",1845,3,411
"ORNANS",1847,1,122
"ORNANS",1847,3,497
"ORNANS",1850,10,563
"BAUME",1825,3,80
"BAUME",1830,1,60
"BAUME",1835,3,109
"BAUME",1840,1,122
"BAUME",1845,3,235
"BAUME",1847,1,140
"BAUME",1847,3,340
"BAUME",1850,10,96
"CLERVAL",1845,3,44
"CLERVAL",1847,1,13
"CLERVAL",1847,3,93
"CLERVAL",1850,10,21
"CREST",1825,3,48
"CREST",1830,1,10
"CREST",1835,3,67
"CREST",1840,1,135
"CREST",1845,3,135
"CREST",1847,1,65
"CREST",1847,3,63
"CREST",1850,10,12
"SAILLANS",1825,3,22
"SAILLANS",1830,1,20
"SAILLANS",1835,3,14
"SAILLANS",1840,1,25
"SAILLANS",1845,3,5
"SAILLANS",1847,1,10
"SAILLANS",1847,3,20
"SAILLANS",1850,10,15
"DIEULEFIT",1830,1,80
"DIEULEFIT",1835,3,175
"DIEULEFIT",1845,3,450
"DIEULEFIT",1847,1,150
"DIEULEFIT",1847,3,200
"DIEULEFIT",1850,10,350
"MONTELIMAR",1825,3,27
"MONTELIMAR",1835,3,36
"MONTELIMAR",1840,1,12
"MONTELIMAR",1845,3,110
"MONTELIMAR",1847,1,56
"MONTELIMAR",1847,3,45
"MONTELIMAR",1850,10,34
"ANDELYS",1825,3,214
"ANDELYS",1830,1,226
"ANDELYS",1835,3,314
"ANDELYS",1840,1,348
"ANDELYS",1845,3,600
"ANDELYS",1847,1,508
"ANDELYS",1847,3,850
"ANDELYS",1850,10,718
"GISORS",1825,3,450
"GISORS",1830,1,588
"GISORS",1835,3,530
"GISORS",1840,1,408
"GISORS",1845,3,802
"GISORS",1847,1,710
"GISORS",1847,3,1286
"GISORS",1850,10,694
"BERNAY",1825,3,870
"BERNAY",1830,1,858
"BERNAY",1835,3,686
"BERNAY",1840,1,572
"BERNAY",1845,3,322
"BERNAY",1847,1,574
"BERNAY",1847,3,296
"BERNAY",1850,10,658
"BRIONNE",1840,1,310
"BRIONNE",1845,3,317
"BRIONNE",1847,1,342
"BRIONNE",1847,3,134
"BRIONNE",1850,10,896
"EVREUX",1825,3,1602
"EVREUX",1830,1,1038
"EVREUX",1835,3,884
"EVREUX",1840,1,792
"EVREUX",1845,3,1234
"EVREUX",1847,1,1630
"EVREUX",1847,3,1702
"EVREUX",1850,10,1892
"DAMVILLE",1840,1,330
"DAMVILLE",1845,3,200
"DAMVILLE",1847,1,220
"DAMVILLE",1847,3,260
"DAMVILLE",1850,10,400
"ST ANDRE",1840,1,168
"ST ANDRE",1845,3,304
"ST ANDRE",1847,1,326
"ST ANDRE",1847,3,1240
"ST ANDRE",1850,10,710
"LOUVIERS",1825,3,674
"LOUVIERS",1830,1,722
"LOUVIERS",1835,3,834
"LOUVIERS",1840,1,591
"LOUVIERS",1845,3,1180
"LOUVIERS",1847,1,594
"LOUVIERS",1847,3,1216
"LOUVIERS",1850,10,1174
"CHARTRES",1825,3,4376
"CHARTRES",1830,1,9120
"CHARTRES",1835,3,6450
"CHARTRES",1840,1,8000
"CHARTRES",1845,3,3000
"CHARTRES",1847,1,1400
"CHARTRES",1847,3,50
"CHARTRES",1850,10,3050
"AUNEAU",1825,3,525
"AUNEAU",1830,1,1079
